71243a022922972a538df747879c9580	494
755ff0e02191577dacb600b7d4c9fd90	373
888c0822cbdb3f5286c5292eed939596	380
12c3d24e718a123cd697c5f8cb9f073b	357
4488be413c212667cc90e5331524a925	357
b4bc09a770aa5121684365b66dee0a20	384
2d761901a57ddba23677f7f4597a4e20	367
624e461586165335aae105e070b8a577	376
75e0be7feeb1361209f046cd64e1182d	373
b2d712c3a3ccb7a57f04f581273d70c1	378
bfd43b9df93258fa75127d9cf3fd3b9f	378
49a737e4f87dba896a89aad09c416879	377
5caeaab7744bda5441e83f97af8ef6fd	379
d0a34b7b724d9530d7f1b51978f10395	378
d463cb0e15a791890646df7ae469e282	383
a0c3e20023098cba67120eafa3aa4314	378
38eaaba135861396a6fce3d04e94398a	370
3acd43f22825e3c100a51d430fbec70c	456
d9f81e1b663595bbf6ecf6dca743793d	450
7215857244cddec7e574168a74cfabbf	378
6d892d6447348e32485f4cab43b2ae38	379
4b044321d5d8ec259f3fdb935f30fa35	382
778fb61c3cd995e8e3ce5405b503f527	374
4721a20e1ce8865da0260b288f937617	380
112fc61d4f0bf22f08f6839a55da7b3b	387
1d0f30ffb775b1d202f440635bd262f3	379
bdc732c0281bf07709ba45da93e6d61e	370
10cb7dbe11d591c883c1b7ade02449e2	379
8ef27043285149f862242916115b98ae	371
f698d7e2726af70d184ef219d59db4ae	363
0ffd5921cd399130e62bc6d359f9c42d	378
4f5a40f89785bb7d7a9992ae64c010e9	379
68bf4f4145d8725b4aa683b274da29fb	379
5f44b8f9e11ef3f560b52a772cca6cf7	497
e588a2f1e34b5154babd05a1779f2bf6	378
f9481f8aabec19fa08c3fd8a86572f2c	299
98967138472b260e2c045828de33dab4	315
bc615886d68f3a3ca3e611f8740916c2	379
9a2659eca636788b9534a5c1014b7f74	322
2c01126c941d6c7c9a0e52ebce86fffb	472
1b808769ee3e244c16d08638af75f276	436
a4d17210d6a42ca9ccecf313f673fc26	414
f572405c2883f078edd67d6834dbcf5b	310
6937d015e8c890c030eeabdf9aff3596	379
237e361d04b6c8a5371ba36d245bde06	379
fa84a878264931e83a77f7c6f5c5b1da	297
d6e1079ea03f030ac0f3cb5491e4aa52	483
27af0b4a78fecd57694176418b552533	465
60ff5ff95031a30b52eaac6311ce8ea5	290
e5a218244616072693d56ce76dc2d284	466
57be1ccc42905909ba83cb913a13433e	333
d51d70341c6b69f2e4fbbc3e09e98040	322
fa3b51cd62b029f9e762fc961a63707b	470
11021f537f60b7f70583e27626a6f5d0	281
7186ba28209abf712612add227e36d6b	309
1ea3e67dfa55d1ca412d622aa2eedce0	414
8d59baf52f95598dcd1883b6710c697f	289
fbcd099492b2fae5031843dee264131f	486
77b90e311033f9f90d89bbda6c34a5cc	491
4f9eb965a44f4f9f7bc004bcfcf45d1c	372
0e868c75fabc018713a9eb8400ce409d	490
8bb12fc82c0843fcf57c91d128e328a7	417
0f109f2ed8ba8eea71b4184aeca4dd2e	406
763d7a6d0d6bdd352c6c43edabcc2bb8	470
4cfc83cbdb7006503c732ad0a874f210	491
3803ec9409bc9c185abafb918dfbf67d	494
ce19333a9e459501d860ef357169cacb	283
6c33415c0b8a5f4b24c9831d2d6c45fa	477
7683f5197147b38f949ddc90589d88ab	497
5095cc74d0a28a17bdd0029db477fa03	484
b4fba63a609aff45815dad6f5fe249a5	343
5918695faadc63d0348f6ca16d8cce9d	495
1c05bd24a0dd924c6fd6a11c56ea12d0	487
c3af6f1849ba9a08531003695cd0baa0	449
074d9492b284dffdd7d90201feb5b823	484
005e9d63321d5effe6678334d4b881f4	492
8a5471afb07116a1f39869d5da6592d1	435
d0753578ca4ac8f9d84a2b6596a6a01f	433
e1b75201f41c8398911b85458052dcb2	478
8bcf163f7c48a72f8b88d83906043bcb	304
b5d0a52996f69438cc93b02c02776c0c	490
80616943b421250c527fc98a50a2d248	490
c8094d947d34db6c32817d909a8d799a	342
a892d0c2018adac6cb3428e378800c3b	352
bb25b031b172d0f561663d7af1a8f402	280
6fd9f5af50c3eb08f05a181923b006ad	304
1a03c9e81ee07294c869405fc0565b07	490
a53c120015d9d04ce78dd1cdf993fecb	493
b1c7f664c83371f6102c8296b0676343	485
c198e84676605a5c57df338fb6cb29ce	446
6895efa1513f594206d90b747f389786	476
be9dd0058e22cd1289a4fdc661382b40	497
2d0eb760e7c8292b0f3e004d6500be58	497
0510040eaa346ac07acbad9a67679644	318
1a194b7a7701ec6c9947236780916020	495
b54c973d750a71975f662616a62681de	396
6c4e8f75199d8849640058dd8f69d9aa	489
2c4d8c691b0d66f389014a1bd723c95b	468
7a3d4d07e09f274c4a24ada92358702d	475
af7384243bc9a07fa4fc5b2d1a604ab0	467
fcc56c485907618b629e4095c8bcbb3f	495
db6dc0cfaa0e50f89cce8d6629f6ed6f	493
2aa5796198628c42a127b4c24bfb2b17	277
b4e5111581b26e55dc042685a6c968fa	311
8cbbe14cbe5060821c64222fa357b4fa	490
820f885d09faa46981bd0a5f17994fcd	457
201aacfbf0692fe1aabf2d1588bbd936	305
7fbe6d1af9fb9b1a1b6b0e97b6e72d08	493
07c5299ffb6b69baf2dbd23c749ceaff	275
22addc24bdd67f2f69644f6727d6efe0	301
c6569ce2625a1f92060f177be2e4580f	475
8b162405527b8dbf35bba1aee2165542	485
e0afc6ec1e9abbe78d5b625b85ecb34b	377
73a118a050aeac96053ecb9d617d8c50	389
6079b16a795e195682844a2e736c5b90	293
d80901193eb4e0cb90c3c1ec194f4ec4	408
926ce8ae0fcf8831727056841d1ac6f6	498
562d9bd3c96ae993e3a42f4e6517bde5	496
7404b698cf412dd1bdd992a7fa35ad76	484
ac9b8b25f1610709f8b1bc935c3a67ff	355
81d617bd992a035fd5b4d67a43af1f47	469
6750c8510c2789c22841002c9a905ebc	456
c19fbedb8a3d9db00b539225cdacc1c4	471
afeeea93bfe2a0758ab087664e52cbcb	496
49db00ada2093e2e6eac6d10be9e2c13	292
9efaac1d0da15e3c498df77bac3333fa	338
fa8e4b15211160644534d060b917335f	479
cc4960629c03c76576aa15df23e2cbc2	455
687e519cb751f59b56b8645beeb5fc4e	372
2699f329435e270e039878270bd8cec3	426
